Date,Divisions,Channels,Product category,Cash,Actual Sales,Planned Sales
2024-01-31,Восток,B2C,Books,Non-Cash,547,488
2024-01-31,Восток,B2B,Electronics,Cash,861,1050
2024-01-31,Восток,B2B,Electronics,Non-Cash,1599,1950
2024-01-31,Восток,B2B,Clothing,Cash,910,875
2024-01-31,Восток,B2B,Clothing,Non-Cash,1690,1625
2024-01-31,Восток,B2B,Home & Kitchen,Cash,467,525
2024-01-31,Восток,B2B,Home & Kitchen,Non-Cash,868,975
2024-01-31,Восток,B2B,Sports,Cash,602,700
2024-01-31,Восток,B2B,Sports,Non-Cash,1118,1300
2024-01-31,Восток,B2B,Books,Cash,294,350
2024-01-31,Восток,B2B,Books,Non-Cash,546,650
2024-01-31,Восток,Mobile Commerce,Electronics,Cash,813,945
2024-01-31,Восток,Mobile Commerce,Electronics,Non-Cash,1509,1755
2024-01-31,Восток,Mobile Commerce,Clothing,Cash,717,788
2024-01-31,Восток,Mobile Commerce,Clothing,Non-Cash,1330,1462
2024-01-31,Восток,Mobile Commerce,Home & Kitchen,Cash,538,472
2024-01-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,1001,878
2024-01-31,Восток,Mobile Commerce,Sports,Cash,479,630
2024-01-31,Восток,Mobile Commerce,Sports,Non-Cash,889,1170
2024-01-31,Восток,Mobile Commerce,Books,Cash,293,315
2024-01-31,Восток,Mobile Commerce,Books,Non-Cash,544,585
2024-02-29,Север,B2C,Electronics,Cash,324,315
2024-02-29,Север,B2C,Electronics,Non-Cash,603,585
2024-02-29,Север,B2C,Clothing,Cash,196,262
2024-02-29,Север,B2C,Clothing,Non-Cash,366,488
2024-02-29,Север,B2C,Home & Kitchen,Cash,152,158
2024-02-29,Север,B2C,Home & Kitchen,Non-Cash,280,292
2024-02-29,Север,B2C,Sports,Cash,208,210
2024-02-29,Север,B2C,Sports,Non-Cash,386,390
2024-02-29,Север,B2C,Books,Cash,88,105
2024-02-29,Север,B2C,Books,Non-Cash,164,195
2024-02-29,Север,B2B,Electronics,Cash,349,420
2024-02-29,Север,B2B,Electronics,Non-Cash,647,780
2024-02-29,Север,B2B,Clothing,Cash,326,350
2024-02-29,Север,B2B,Clothing,Non-Cash,604,650
2024-02-29,Север,B2B,Home & Kitchen,Cash,181,210
2024-02-29,Север,B2B,Home & Kitchen,Non-Cash,335,390
2024-02-29,Север,B2B,Sports,Cash,288,280
2024-02-29,Север,B2B,Sports,Non-Cash,536,520
2024-02-29,Север,B2B,Books,Cash,129,140
2024-02-29,Север,B2B,Books,Non-Cash,239,260
2024-02-29,Север,Mobile Commerce,Electronics,Cash,340,378
2024-02-29,Север,Mobile Commerce,Electronics,Non-Cash,632,702
2024-02-29,Север,Mobile Commerce,Clothing,Cash,246,315
2024-02-29,Север,Mobile Commerce,Clothing,Non-Cash,456,585
2024-02-29,Север,Mobile Commerce,Home & Kitchen,Cash,221,189
2024-02-29,Север,Mobile Commerce,Home & Kitchen,Non-Cash,411,351
2024-02-29,Север,Mobile Commerce,Sports,Cash,249,252
2024-02-29,Север,Mobile Commerce,Sports,Non-Cash,463,468
2024-02-29,Север,Mobile Commerce,Books,Cash,121,126
2024-02-29,Север,Mobile Commerce,Books,Non-Cash,225,234
2024-02-29,Запад,B2C,Electronics,Cash,486,472
2024-02-29,Запад,B2C,Electronics,Non-Cash,904,878
2024-02-29,Запад,B2C,Clothing,Cash,378,394
2024-02-29,Запад,B2C,Clothing,Non-Cash,702,731
2024-02-29,Запад,B2C,Home & Kitchen,Cash,210,236
2024-02-29,Запад,B2C,Home & Kitchen,Non-Cash,391,439
2024-02-29,Запад,B2C,Sports,Cash,384,315
2024-02-29,Запад,B2C,Sports,Non-Cash,714,585
2024-02-29,Запад,B2C,Books,Cash,120,158
2024-02-29,Запад,B2C,Books,Non-Cash,222,292
2024-02-29,Запад,B2B,Electronics,Cash,548,630
2024-02-29,Запад,B2B,Electronics,Non-Cash,1018,1170
2024-02-29,Запад,B2B,Clothing,Cash,452,525
2024-02-29,Запад,B2B,Clothing,Non-Cash,838,975
2024-02-29,Запад,B2B,Home & Kitchen,Cash,315,315
2024-02-29,Запад,B2B,Home & Kitchen,Non-Cash,585,585
2024-02-29,Запад,B2B,Sports,Cash,479,420
2024-02-29,Запад,B2B,Sports,Non-Cash,889,780
2024-02-29,Запад,B2B,Books,Cash,181,210
2024-02-29,Запад,B2B,Books,Non-Cash,335,390
2024-02-29,Запад,Mobile Commerce,Electronics,Cash,573,567
2024-02-29,Запад,Mobile Commerce,Electronics,Non-Cash,1064,1053
2024-02-29,Запад,Mobile Commerce,Clothing,Cash,566,472
2024-02-29,Запад,Mobile Commerce,Clothing,Non-Cash,1054,878
2024-02-29,Запад,Mobile Commerce,Home & Kitchen,Cash,310,284
2024-02-29,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,573,526
2024-02-29,Запад,Mobile Commerce,Sports,Cash,287,378
2024-02-29,Запад,Mobile Commerce,Sports,Non-Cash,534,702
2024-02-29,Запад,Mobile Commerce,Books,Cash,172,189
2024-02-29,Запад,Mobile Commerce,Books,Non-Cash,319,351
2024-02-29,Восток,B2C,Electronics,Cash,599,788
2024-02-29,Восток,B2C,Electronics,Non-Cash,1111,1462
2024-02-29,Восток,B2C,Clothing,Cash,597,656
2024-02-29,Восток,B2C,Clothing,Non-Cash,1109,1219
2024-02-29,Восток,B2C,Home & Kitchen,Cash,426,394
2024-02-29,Восток,B2C,Home & Kitchen,Non-Cash,789,731
2024-02-29,Восток,B2C,Sports,Cash,567,525
2024-02-29,Восток,B2C,Sports,Non-Cash,1053,975
2024-02-29,Восток,B2C,Books,Cash,312,262
2024-02-29,Восток,B2C,Books,Non-Cash,581,488
2024-02-29,Восток,B2B,Electronics,Cash,1186,1050
2024-02-29,Восток,B2B,Electronics,Non-Cash,2204,1950
2024-02-29,Восток,B2B,Clothing,Cash,1006,875
2024-02-29,Восток,B2B,Clothing,Non-Cash,1869,1625
2024-02-29,Восток,B2B,Home & Kitchen,Cash,436,525
2024-02-29,Восток,B2B,Home & Kitchen,Non-Cash,809,975
2024-02-29,Восток,B2B,Sports,Cash,616,700
2024-02-29,Восток,B2B,Sports,Non-Cash,1144,1300
2024-02-29,Восток,B2B,Books,Cash,410,350
2024-02-29,Восток,B2B,Books,Non-Cash,760,650
2024-02-29,Восток,Mobile Commerce,Electronics,Cash,888,945
2024-02-29,Восток,Mobile Commerce,Electronics,Non-Cash,1650,1755
2024-02-29,Восток,Mobile Commerce,Clothing,Cash,843,788
2024-02-29,Восток,Mobile Commerce,Clothing,Non-Cash,1564,1462
2024-02-29,Восток,Mobile Commerce,Home & Kitchen,Cash,463,472
2024-02-29,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,860,878
2024-02-29,Восток,Mobile Commerce,Sports,Cash,498,630
2024-02-29,Восток,Mobile Commerce,Sports,Non-Cash,924,1170
2024-02-29,Восток,Mobile Commerce,Books,Cash,334,315
2024-02-29,Восток,Mobile Commerce,Books,Non-Cash,620,585
2024-03-31,Север,B2C,Electronics,Cash,306,315
2024-03-31,Север,B2C,Electronics,Non-Cash,567,585
2024-03-31,Север,B2C,Clothing,Cash,196,262
2024-03-31,Север,B2C,Clothing,Non-Cash,366,488
2024-03-31,Север,B2C,Home & Kitchen,Cash,177,158
2024-03-31,Север,B2C,Home & Kitchen,Non-Cash,327,292
2024-03-31,Север,B2C,Sports,Cash,223,210
2024-03-31,Север,B2C,Sports,Non-Cash,413,390
2024-03-31,Север,B2C,Books,Cash,94,105
2024-03-31,Север,B2C,Books,Non-Cash,176,195
2024-03-31,Север,B2B,Electronics,Cash,395,420
2024-03-31,Север,B2B,Electronics,Non-Cash,733,780
2024-03-31,Север,B2B,Clothing,Cash,315,350
2024-03-31,Север,B2B,Clothing,Non-Cash,585,650
2024-03-31,Север,B2B,Home & Kitchen,Cash,183,210
2024-03-31,Север,B2B,Home & Kitchen,Non-Cash,339,390
2024-03-31,Север,B2B,Sports,Cash,336,280
2024-03-31,Север,B2B,Sports,Non-Cash,624,520
2024-03-31,Север,B2B,Books,Cash,119,140
2024-03-31,Север,B2B,Books,Non-Cash,221,260
2024-03-31,Север,Mobile Commerce,Electronics,Cash,438,378
2024-03-31,Север,Mobile Commerce,Electronics,Non-Cash,814,702
2024-03-31,Север,Mobile Commerce,Clothing,Cash,287,315
2024-03-31,Север,Mobile Commerce,Clothing,Non-Cash,532,585
2024-03-31,Север,Mobile Commerce,Home & Kitchen,Cash,153,189
2024-03-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,284,351
2024-03-31,Север,Mobile Commerce,Sports,Cash,242,252
2024-03-31,Север,Mobile Commerce,Sports,Non-Cash,449,468
2024-03-31,Север,Mobile Commerce,Books,Cash,132,126
2024-03-31,Север,Mobile Commerce,Books,Non-Cash,246,234
2024-03-31,Запад,B2C,Electronics,Cash,368,472
2024-03-31,Запад,B2C,Electronics,Non-Cash,685,878
2024-03-31,Запад,B2C,Clothing,Cash,359,394
2024-03-31,Запад,B2C,Clothing,Non-Cash,665,731
2024-03-31,Запад,B2C,Home & Kitchen,Cash,177,236
2024-03-31,Запад,B2C,Home & Kitchen,Non-Cash,329,439
2024-03-31,Запад,B2C,Sports,Cash,239,315
2024-03-31,Запад,B2C,Sports,Non-Cash,445,585
2024-03-31,Запад,B2C,Books,Cash,169,158
2024-03-31,Запад,B2C,Books,Non-Cash,312,292
2024-03-31,Запад,B2B,Electronics,Cash,743,630
2024-03-31,Запад,B2B,Electronics,Non-Cash,1381,1170
2024-03-31,Запад,B2B,Clothing,Cash,488,525
2024-03-31,Запад,B2B,Clothing,Non-Cash,907,975
2024-03-31,Запад,B2B,Home & Kitchen,Cash,293,315
2024-03-31,Запад,B2B,Home & Kitchen,Non-Cash,544,585
2024-03-31,Запад,B2B,Sports,Cash,407,420
2024-03-31,Запад,B2B,Sports,Non-Cash,757,780
2024-03-31,Запад,B2B,Books,Cash,189,210
2024-03-31,Запад,B2B,Books,Non-Cash,351,390
2024-03-31,Запад,Mobile Commerce,Electronics,Cash,510,567
2024-03-31,Запад,Mobile Commerce,Electronics,Non-Cash,948,1053
2024-03-31,Запад,Mobile Commerce,Clothing,Cash,486,472
2024-03-31,Запад,Mobile Commerce,Clothing,Non-Cash,904,878
2024-03-31,Запад,Mobile Commerce,Home & Kitchen,Cash,233,284
2024-03-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,431,526
2024-03-31,Запад,Mobile Commerce,Sports,Cash,386,378
2024-03-31,Запад,Mobile Commerce,Sports,Non-Cash,716,702
2024-03-31,Запад,Mobile Commerce,Books,Cash,187,189
2024-03-31,Запад,Mobile Commerce,Books,Non-Cash,347,351
2024-03-31,Восток,B2C,Electronics,Cash,780,788
2024-03-31,Восток,B2C,Electronics,Non-Cash,1447,1462
2024-03-31,Восток,B2C,Clothing,Cash,571,656
2024-03-31,Восток,B2C,Clothing,Non-Cash,1061,1219
2024-03-31,Восток,B2C,Home & Kitchen,Cash,347,394
2024-03-31,Восток,B2C,Home & Kitchen,Non-Cash,643,731
2024-03-31,Восток,B2C,Sports,Cash,488,525
2024-03-31,Восток,B2C,Sports,Non-Cash,907,975
2024-03-31,Восток,B2C,Books,Cash,233,262
2024-03-31,Восток,B2C,Books,Non-Cash,434,488
2024-03-31,Восток,B2B,Electronics,Cash,934,1050
2024-03-31,Восток,B2B,Electronics,Non-Cash,1736,1950
2024-03-31,Восток,B2B,Clothing,Cash,831,875
2024-03-31,Восток,B2B,Clothing,Non-Cash,1544,1625
2024-03-31,Восток,B2B,Home & Kitchen,Cash,431,525
2024-03-31,Восток,B2B,Home & Kitchen,Non-Cash,800,975
2024-03-31,Восток,B2B,Sports,Cash,833,700
2024-03-31,Восток,B2B,Sports,Non-Cash,1547,1300
2024-03-31,Восток,B2B,Books,Cash,413,350
2024-03-31,Восток,B2B,Books,Non-Cash,767,650
2024-03-31,Восток,Mobile Commerce,Electronics,Cash,964,945
2024-03-31,Восток,Mobile Commerce,Electronics,Non-Cash,1790,1755
2024-03-31,Восток,Mobile Commerce,Clothing,Cash,938,788
2024-03-31,Восток,Mobile Commerce,Clothing,Non-Cash,1740,1462
2024-03-31,Восток,Mobile Commerce,Home & Kitchen,Cash,425,472
2024-03-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,790,878
2024-03-31,Восток,Mobile Commerce,Sports,Cash,617,630
2024-03-31,Восток,Mobile Commerce,Sports,Non-Cash,1147,1170
2024-03-31,Восток,Mobile Commerce,Books,Cash,271,315
2024-03-31,Восток,Mobile Commerce,Books,Non-Cash,503,585
2024-04-30,Север,B2C,Electronics,Cash,277,315
2024-04-30,Север,B2C,Electronics,Non-Cash,515,585
2024-04-30,Север,B2C,Clothing,Cash,272,262
2024-04-30,Север,B2C,Clothing,Non-Cash,508,488
2024-04-30,Север,B2C,Home & Kitchen,Cash,167,158
2024-04-30,Север,B2C,Home & Kitchen,Non-Cash,310,292
2024-04-30,Север,B2C,Sports,Cash,254,210
2024-04-30,Север,B2C,Sports,Non-Cash,472,390
2024-04-30,Север,B2C,Books,Cash,98,105
2024-04-30,Север,B2C,Books,Non-Cash,181,195
2024-04-30,Север,B2B,Electronics,Cash,332,420
2024-04-30,Север,B2B,Electronics,Non-Cash,616,780
2024-04-30,Север,B2B,Clothing,Cash,360,350
2024-04-30,Север,B2B,Clothing,Non-Cash,670,650
2024-04-30,Север,B2B,Home & Kitchen,Cash,160,210
2024-04-30,Север,B2B,Home & Kitchen,Non-Cash,296,390
2024-04-30,Север,B2B,Sports,Cash,347,280
2024-04-30,Север,B2B,Sports,Non-Cash,645,520
2024-04-30,Север,B2B,Books,Cash,174,140
2024-04-30,Север,B2B,Books,Non-Cash,322,260
2024-04-30,Север,Mobile Commerce,Electronics,Cash,370,378
2024-04-30,Север,Mobile Commerce,Electronics,Non-Cash,688,702
2024-04-30,Север,Mobile Commerce,Clothing,Cash,287,315
2024-04-30,Север,Mobile Commerce,Clothing,Non-Cash,532,585
2024-04-30,Север,Mobile Commerce,Home & Kitchen,Cash,219,189
2024-04-30,Север,Mobile Commerce,Home & Kitchen,Non-Cash,407,351
2024-04-30,Север,Mobile Commerce,Sports,Cash,255,252
2024-04-30,Север,Mobile Commerce,Sports,Non-Cash,473,468
2024-04-30,Север,Mobile Commerce,Books,Cash,155,126
2024-04-30,Север,Mobile Commerce,Books,Non-Cash,288,234
2024-04-30,Запад,B2C,Electronics,Cash,363,472
2024-04-30,Запад,B2C,Electronics,Non-Cash,676,878
2024-04-30,Запад,B2C,Clothing,Cash,481,394
2024-04-30,Запад,B2C,Clothing,Non-Cash,892,731
2024-04-30,Запад,B2C,Home & Kitchen,Cash,217,236
2024-04-30,Запад,B2C,Home & Kitchen,Non-Cash,404,439
2024-04-30,Запад,B2C,Sports,Cash,299,315
2024-04-30,Запад,B2C,Sports,Non-Cash,556,585
2024-04-30,Запад,B2C,Books,Cash,179,158
2024-04-30,Запад,B2C,Books,Non-Cash,330,292
2024-04-30,Запад,B2B,Electronics,Cash,472,630
2024-04-30,Запад,B2B,Electronics,Non-Cash,878,1170
2024-04-30,Запад,B2B,Clothing,Cash,425,525
2024-04-30,Запад,B2B,Clothing,Non-Cash,790,975
2024-04-30,Запад,B2B,Home & Kitchen,Cash,375,315
2024-04-30,Запад,B2B,Home & Kitchen,Non-Cash,696,585
2024-04-30,Запад,B2B,Sports,Cash,407,420
2024-04-30,Запад,B2B,Sports,Non-Cash,757,780
2024-04-30,Запад,B2B,Books,Cash,189,210
2024-04-30,Запад,B2B,Books,Non-Cash,351,390
2024-04-30,Запад,Mobile Commerce,Electronics,Cash,482,567
2024-04-30,Запад,Mobile Commerce,Electronics,Non-Cash,895,1053
2024-04-30,Запад,Mobile Commerce,Clothing,Cash,514,472
2024-04-30,Запад,Mobile Commerce,Clothing,Non-Cash,957,878
2024-04-30,Запад,Mobile Commerce,Home & Kitchen,Cash,327,284
2024-04-30,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,605,526
2024-04-30,Запад,Mobile Commerce,Sports,Cash,427,378
2024-04-30,Запад,Mobile Commerce,Sports,Non-Cash,793,702
2024-04-30,Запад,Mobile Commerce,Books,Cash,181,189
2024-04-30,Запад,Mobile Commerce,Books,Non-Cash,337,351
2024-04-30,Восток,B2C,Electronics,Cash,859,788
2024-04-30,Восток,B2C,Electronics,Non-Cash,1594,1462
2024-04-30,Восток,B2C,Clothing,Cash,702,656
2024-04-30,Восток,B2C,Clothing,Non-Cash,1304,1219
2024-04-30,Восток,B2C,Home & Kitchen,Cash,461,394
2024-04-30,Восток,B2C,Home & Kitchen,Non-Cash,855,731
2024-04-30,Восток,B2C,Sports,Cash,625,525
2024-04-30,Восток,B2C,Sports,Non-Cash,1160,975
2024-04-30,Восток,B2C,Books,Cash,288,262
2024-04-30,Восток,B2C,Books,Non-Cash,537,488
2024-04-30,Восток,B2B,Electronics,Cash,1218,1050
2024-04-30,Восток,B2B,Electronics,Non-Cash,2262,1950
2024-04-30,Восток,B2B,Clothing,Cash,998,875
2024-04-30,Восток,B2B,Clothing,Non-Cash,1853,1625
2024-04-30,Восток,B2B,Home & Kitchen,Cash,536,525
2024-04-30,Восток,B2B,Home & Kitchen,Non-Cash,994,975
2024-04-30,Восток,B2B,Sports,Cash,861,700
2024-04-30,Восток,B2B,Sports,Non-Cash,1599,1300
2024-04-30,Восток,B2B,Books,Cash,298,350
2024-04-30,Восток,B2B,Books,Non-Cash,552,650
2024-04-30,Восток,Mobile Commerce,Electronics,Cash,747,945
2024-04-30,Восток,Mobile Commerce,Electronics,Non-Cash,1386,1755
2024-04-30,Восток,Mobile Commerce,Clothing,Cash,725,788
2024-04-30,Восток,Mobile Commerce,Clothing,Non-Cash,1345,1462
2024-04-30,Восток,Mobile Commerce,Home & Kitchen,Cash,368,472
2024-04-30,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,685,878
2024-04-30,Восток,Mobile Commerce,Sports,Cash,706,630
2024-04-30,Восток,Mobile Commerce,Sports,Non-Cash,1310,1170
2024-04-30,Восток,Mobile Commerce,Books,Cash,331,315
2024-04-30,Восток,Mobile Commerce,Books,Non-Cash,614,585
